res_id,res_respuesta,usr_correo,mus_id,preguntas_preg_id,encuesta_enc_cve
4207,1,avilaenrique@example.net,462,2,1
4208,1,avilaenrique@example.net,462,3,1
4209,2,avilaenrique@example.net,462,4,1
4210,1,avilaenrique@example.net,462,5,1
4211,2,genaro38@example.org,462,1,1
4212,1,genaro38@example.org,462,2,1
4213,1,genaro38@example.org,462,3,1
4214,3,genaro38@example.org,462,4,1
4215,2,genaro38@example.org,462,5,1
4216,2,camilonava@example.com,462,1,1
4217,0,camilonava@example.com,462,2,1
4218,0,camilonava@example.com,462,3,1
4219,2,camilonava@example.com,462,4,1
4220,2,camilonava@example.com,462,5,1
4221,2,maria-josepuga@example.com,462,1,1
4222,1,maria-josepuga@example.com,462,2,1
4223,1,maria-josepuga@example.com,462,3,1
4224,2,maria-josepuga@example.com,462,4,1
4225,1,maria-josepuga@example.com,462,5,1
4226,3,pcarvajal@example.net,462,1,1
4227,1,pcarvajal@example.net,462,2,1
4228,1,pcarvajal@example.net,462,3,1
4229,1,pcarvajal@example.net,462,4,1
4230,2,pcarvajal@example.net,462,5,1
4231,3,leonardochavarria@example.org,462,1,1
4232,1,leonardochavarria@example.org,462,2,1
4233,0,leonardochavarria@example.org,462,3,1
4234,1,leonardochavarria@example.org,462,4,1
4235,1,leonardochavarria@example.org,462,5,1
4236,4,jose-emilio94@example.org,462,1,1
4237,1,jose-emilio94@example.org,462,2,1
4238,1,jose-emilio94@example.org,462,3,1
4239,4,jose-emilio94@example.org,462,4,1
4240,3,jose-emilio94@example.org,462,5,1
4241,3,gsolorio@example.net,462,1,1
4242,0,gsolorio@example.net,462,2,1
4243,1,gsolorio@example.net,462,3,1
4244,1,gsolorio@example.net,462,4,1
4245,2,gsolorio@example.net,462,5,1
4246,4,madridserafin@example.net,462,1,1
4247,1,madridserafin@example.net,462,2,1
4248,1,madridserafin@example.net,462,3,1
4249,2,madridserafin@example.net,462,4,1
4250,3,madridserafin@example.net,462,5,1
4251,5,vmelgar@example.org,462,1,1
4252,1,vmelgar@example.org,462,2,1
4253,1,vmelgar@example.org,462,3,1
4254,3,vmelgar@example.org,462,4,1
4255,3,vmelgar@example.org,462,5,1
4256,4,ramosdaniela@example.org,462,1,1
4257,0,ramosdaniela@example.org,462,2,1
4258,1,ramosdaniela@example.org,462,3,1
4259,3,ramosdaniela@example.org,462,4,1
4260,3,ramosdaniela@example.org,462,5,1
4261,4,rosarioulloa@example.org,462,1,1
4262,0,rosarioulloa@example.org,462,2,1
4263,0,rosarioulloa@example.org,462,3,1
4264,1,rosarioulloa@example.org,462,4,1
4265,3,rosarioulloa@example.org,462,5,1
4266,3,luis-manuelpatino@example.net,462,1,1
4267,0,luis-manuelpatino@example.net,462,2,1
4268,0,luis-manuelpatino@example.net,462,3,1
4269,2,luis-manuelpatino@example.net,462,4,1
4270,1,luis-manuelpatino@example.net,462,5,1
4271,5,juan-carlos74@example.com,462,1,1
4272,1,juan-carlos74@example.com,462,2,1
4273,0,juan-carlos74@example.com,462,3,1
4274,3,juan-carlos74@example.com,462,4,1
4275,2,juan-carlos74@example.com,462,5,1
4276,3,lilia68@example.org,462,1,1
4277,0,lilia68@example.org,462,2,1
4278,0,lilia68@example.org,462,3,1
4279,2,lilia68@example.org,462,4,1
4280,2,lilia68@example.org,462,5,1
4281,3,xmeraz@example.net,462,1,1
4282,0,xmeraz@example.net,462,2,1
4283,0,xmeraz@example.net,462,3,1
4284,3,xmeraz@example.net,462,4,1
4285,1,xmeraz@example.net,462,5,1
4286,4,yzamora@example.org,462,1,1
4287,1,yzamora@example.org,462,2,1
4288,1,yzamora@example.org,462,3,1
4289,3,yzamora@example.org,462,4,1
4290,3,yzamora@example.org,462,5,1
4291,2,pinedaaldo@example.com,462,1,1
4292,1,pinedaaldo@example.com,462,2,1
4293,1,pinedaaldo@example.com,462,3,1
4294,4,pinedaaldo@example.com,462,4,1
4295,3,pinedaaldo@example.com,462,5,1
4296,2,gbriseno@example.net,462,1,1
4297,1,gbriseno@example.net,462,2,1
4298,0,gbriseno@example.net,462,3,1
4299,4,gbriseno@example.net,462,4,1
4300,2,gbriseno@example.net,462,5,1
4301,4,ttoro@example.com,462,1,1
4302,0,ttoro@example.com,462,2,1
4303,1,ttoro@example.com,462,3,1
4304,4,ttoro@example.com,462,4,1
4305,1,ttoro@example.com,462,5,1
4306,2,carrillodaniel@example.net,462,1,1
4307,0,carrillodaniel@example.net,462,2,1
4308,0,carrillodaniel@example.net,462,3,1
4309,1,carrillodaniel@example.net,462,4,1
4310,1,carrillodaniel@example.net,462,5,1
4311,5,frida66@example.net,462,1,1
4312,0,frida66@example.net,462,2,1
4313,0,frida66@example.net,462,3,1
4314,2,frida66@example.net,462,4,1
4315,3,frida66@example.net,462,5,1
4316,4,leonor86@example.com,462,1,1
4317,1,leonor86@example.com,462,2,1
4318,1,leonor86@example.com,462,3,1
4319,2,leonor86@example.com,462,4,1
4320,3,leonor86@example.com,462,5,1
4321,4,villegasvictor@example.org,462,1,1
4322,1,villegasvictor@example.org,462,2,1
4323,1,villegasvictor@example.org,462,3,1
4324,4,villegasvictor@example.org,462,4,1
4325,1,villegasvictor@example.org,462,5,1
4326,3,armando38@example.net,462,1,1
4327,1,armando38@example.net,462,2,1
4328,0,armando38@example.net,462,3,1
4329,2,armando38@example.net,462,4,1
4330,2,armando38@example.net,462,5,1
4331,4,omar70@example.com,462,1,1
4332,0,omar70@example.com,462,2,1
4333,1,omar70@example.com,462,3,1
4334,4,omar70@example.com,462,4,1
4335,1,omar70@example.com,462,5,1
4336,4,aangulo@example.com,462,1,1
4337,0,aangulo@example.com,462,2,1
4338,0,aangulo@example.com,462,3,1
4339,3,aangulo@example.com,462,4,1
4340,1,aangulo@example.com,462,5,1
4341,3,mgastelum@example.net,462,1,1
4342,1,mgastelum@example.net,462,2,1
4343,0,mgastelum@example.net,462,3,1
4344,4,mgastelum@example.net,462,4,1
4345,2,mgastelum@example.net,462,5,1
4346,4,lalonso@example.com,462,1,1
4347,0,lalonso@example.com,462,2,1
4348,1,lalonso@example.com,462,3,1
4349,2,lalonso@example.com,462,4,1
4350,3,lalonso@example.com,462,5,1
4351,4,holguinasuncion@example.com,462,1,1
4352,1,holguinasuncion@example.com,462,2,1
4353,0,holguinasuncion@example.com,462,3,1
4354,3,holguinasuncion@example.com,462,4,1
4355,2,holguinasuncion@example.com,462,5,1
4356,5,raquel03@example.org,462,1,1
4357,0,raquel03@example.org,462,2,1
4358,0,raquel03@example.org,462,3,1
4359,4,raquel03@example.org,462,4,1
4360,3,raquel03@example.org,462,5,1
4361,3,rodolfo82@example.org,462,1,1
4362,1,rodolfo82@example.org,462,2,1
4363,1,rodolfo82@example.org,462,3,1
4364,4,rodolfo82@example.org,462,4,1
4365,3,rodolfo82@example.org,462,5,1
4366,2,mariano37@example.com,462,1,1
4367,0,mariano37@example.com,462,2,1
4368,1,mariano37@example.com,462,3,1
4369,2,mariano37@example.com,462,4,1
4370,2,mariano37@example.com,462,5,1
4371,5,cesarbatista@example.net,462,1,1
4372,1,cesarbatista@example.net,462,2,1
4373,1,cesarbatista@example.net,462,3,1
4374,2,cesarbatista@example.net,462,4,1
4375,3,cesarbatista@example.net,462,5,1
4376,4,vergaraadalberto@example.org,462,1,1
4377,0,vergaraadalberto@example.org,462,2,1
4378,0,vergaraadalberto@example.org,462,3,1
4379,3,vergaraadalberto@example.org,462,4,1
4380,2,vergaraadalberto@example.org,462,5,1
4381,4,tsosa@example.net,462,1,1
4382,1,tsosa@example.net,462,2,1
4383,1,tsosa@example.net,462,3,1
4384,4,tsosa@example.net,462,4,1
4385,2,tsosa@example.net,462,5,1
4386,5,centenodiego@example.net,462,1,1
4387,1,centenodiego@example.net,462,2,1
4388,1,centenodiego@example.net,462,3,1
4389,3,centenodiego@example.net,462,4,1
4390,2,centenodiego@example.net,462,5,1
4391,3,emilia50@example.net,462,1,1
4392,0,emilia50@example.net,462,2,1
4393,0,emilia50@example.net,462,3,1
4394,4,emilia50@example.net,462,4,1
4395,2,emilia50@example.net,462,5,1
4396,4,mamador@example.com,462,1,1
4397,1,mamador@example.com,462,2,1
4398,0,mamador@example.com,462,3,1
4399,3,mamador@example.com,462,4,1
4400,2,mamador@example.com,462,5,1
4401,3,tomas41@example.net,462,1,1
4402,1,tomas41@example.net,462,2,1
4403,1,tomas41@example.net,462,3,1
4404,2,tomas41@example.net,462,4,1
4405,3,tomas41@example.net,462,5,1
4406,2,luis-manuel57@example.com,462,1,1
4407,0,luis-manuel57@example.com,462,2,1
4408,0,luis-manuel57@example.com,462,3,1
4409,3,luis-manuel57@example.com,462,4,1
4410,1,luis-manuel57@example.com,462,5,1
4411,4,karinaquesada@example.org,462,1,1
4412,0,karinaquesada@example.org,462,2,1
4413,1,karinaquesada@example.org,462,3,1
4414,1,karinaquesada@example.org,462,4,1
4415,1,karinaquesada@example.org,462,5,1
4416,5,luis-miguel95@example.org,462,1,1
4417,1,luis-miguel95@example.org,462,2,1
4418,1,luis-miguel95@example.org,462,3,1
4419,2,luis-miguel95@example.org,462,4,1
4420,1,luis-miguel95@example.org,462,5,1
4421,4,menapilar@example.net,462,1,1
4422,0,menapilar@example.net,462,2,1
4423,0,menapilar@example.net,462,3,1
4424,3,menapilar@example.net,462,4,1
4425,1,menapilar@example.net,462,5,1
4426,5,rebeca85@example.org,462,1,1
4427,1,rebeca85@example.org,462,2,1
4428,0,rebeca85@example.org,462,3,1
4429,4,rebeca85@example.org,462,4,1
4430,1,rebeca85@example.org,462,5,1
4431,4,itzelcepeda@example.net,462,1,1
4432,1,itzelcepeda@example.net,462,2,1
4433,1,itzelcepeda@example.net,462,3,1
4434,2,itzelcepeda@example.net,462,4,1
4435,3,itzelcepeda@example.net,462,5,1
4436,4,wjurado@example.com,462,1,1
4437,0,wjurado@example.com,462,2,1
4438,1,wjurado@example.com,462,3,1
4439,2,wjurado@example.com,462,4,1
4440,2,wjurado@example.com,462,5,1
4441,5,oalmonte@example.org,462,1,1
4442,1,oalmonte@example.org,462,2,1
4443,1,oalmonte@example.org,462,3,1
4444,4,oalmonte@example.org,462,4,1
4445,1,oalmonte@example.org,462,5,1
4446,2,pchavarria@example.com,462,1,1
4447,0,pchavarria@example.com,462,2,1
4448,0,pchavarria@example.com,462,3,1
4449,2,pchavarria@example.com,462,4,1
4450,1,pchavarria@example.com,462,5,1
4451,4,tvillagomez@example.net,462,1,1
4452,1,tvillagomez@example.net,462,2,1
4453,0,tvillagomez@example.net,462,3,1
4454,4,tvillagomez@example.net,462,4,1
4455,3,tvillagomez@example.net,462,5,1
4456,2,helenaestrada@example.com,462,1,1
4457,0,helenaestrada@example.com,462,2,1
4458,0,helenaestrada@example.com,462,3,1
4459,1,helenaestrada@example.com,462,4,1
4460,3,helenaestrada@example.com,462,5,1
4461,5,delia78@example.com,462,1,1
4462,1,delia78@example.com,462,2,1
4463,1,delia78@example.com,462,3,1
4464,2,delia78@example.com,462,4,1
4465,1,delia78@example.com,462,5,1
4466,5,isabelrosales@example.com,462,1,1
4467,1,isabelrosales@example.com,462,2,1
4468,1,isabelrosales@example.com,462,3,1
4469,4,isabelrosales@example.com,462,4,1
4470,2,isabelrosales@example.com,462,5,1
4471,5,ffonseca@example.net,462,1,1
4472,1,ffonseca@example.net,462,2,1
4473,0,ffonseca@example.net,462,3,1
4474,4,ffonseca@example.net,462,4,1
4475,3,ffonseca@example.net,462,5,1
4476,2,raulrosas@example.org,462,1,1
4477,1,raulrosas@example.org,462,2,1
4478,0,raulrosas@example.org,462,3,1
4479,1,raulrosas@example.org,462,4,1
4480,1,raulrosas@example.org,462,5,1
4481,5,psaldivar@example.com,462,1,1
4482,1,psaldivar@example.com,462,2,1
4483,1,psaldivar@example.com,462,3,1
4484,1,psaldivar@example.com,462,4,1
4485,2,psaldivar@example.com,462,5,1
4486,5,jose-mariacollado@example.net,462,1,1
4487,1,jose-mariacollado@example.net,462,2,1
4488,1,jose-mariacollado@example.net,462,3,1
4489,3,jose-mariacollado@example.net,462,4,1
4490,1,jose-mariacollado@example.net,462,5,1
4491,4,regaladomaximiliano@example.com,462,1,1
4492,0,regaladomaximiliano@example.com,462,2,1
4493,0,regaladomaximiliano@example.com,462,3,1
4494,2,regaladomaximiliano@example.com,462,4,1
4495,1,regaladomaximiliano@example.com,462,5,1
4496,5,luisaalcantar@example.com,462,1,1
4497,1,luisaalcantar@example.com,462,2,1
4498,0,luisaalcantar@example.com,462,3,1
4499,4,luisaalcantar@example.com,462,4,1
4500,3,luisaalcantar@example.com,462,5,1
4501,2,modesto43@example.org,1337,1,1
4502,0,modesto43@example.org,1337,2,1
4503,1,modesto43@example.org,1337,3,1
4504,2,modesto43@example.org,1337,4,1
4505,3,modesto43@example.org,1337,5,1
4506,5,teresa91@example.org,1337,1,1
4507,1,teresa91@example.org,1337,2,1
4508,0,teresa91@example.org,1337,3,1
4509,2,teresa91@example.org,1337,4,1
4510,2,teresa91@example.org,1337,5,1
4511,5,aracelide-leon@example.org,1337,1,1
4512,0,aracelide-leon@example.org,1337,2,1
4513,0,aracelide-leon@example.org,1337,3,1
4514,1,aracelide-leon@example.org,1337,4,1
4515,2,aracelide-leon@example.org,1337,5,1
4516,3,oscarbetancourt@example.com,1337,1,1
4517,1,oscarbetancourt@example.com,1337,2,1
4518,0,oscarbetancourt@example.com,1337,3,1
4519,1,oscarbetancourt@example.com,1337,4,1
4520,2,oscarbetancourt@example.com,1337,5,1
4521,4,normavillareal@example.net,1337,1,1
4522,1,normavillareal@example.net,1337,2,1
4523,0,normavillareal@example.net,1337,3,1
4524,1,normavillareal@example.net,1337,4,1
4525,3,normavillareal@example.net,1337,5,1
4526,5,roybalestela@example.net,1337,1,1
4527,0,roybalestela@example.net,1337,2,1
4528,0,roybalestela@example.net,1337,3,1
4529,1,roybalestela@example.net,1337,4,1
4530,1,roybalestela@example.net,1337,5,1
4531,2,ysamaniego@example.org,1337,1,1
4532,0,ysamaniego@example.org,1337,2,1
4533,1,ysamaniego@example.org,1337,3,1
4534,1,ysamaniego@example.org,1337,4,1
4535,2,ysamaniego@example.org,1337,5,1
4536,2,adelaroybal@example.com,1337,1,1
4537,1,adelaroybal@example.com,1337,2,1
4538,0,adelaroybal@example.com,1337,3,1
4539,1,adelaroybal@example.com,1337,4,1
4540,3,adelaroybal@example.com,1337,5,1
4541,5,gmadera@example.org,1337,1,1
4542,0,gmadera@example.org,1337,2,1
4543,1,gmadera@example.org,1337,3,1
4544,2,gmadera@example.org,1337,4,1
4545,2,gmadera@example.org,1337,5,1
4546,3,irosas@example.com,1337,1,1
4547,0,irosas@example.com,1337,2,1
4548,1,irosas@example.com,1337,3,1
4549,4,irosas@example.com,1337,4,1
4550,3,irosas@example.com,1337,5,1
4551,2,esther14@example.com,1337,1,1
4552,1,esther14@example.com,1337,2,1
4553,0,esther14@example.com,1337,3,1
4554,3,esther14@example.com,1337,4,1
4555,3,esther14@example.com,1337,5,1
4556,3,paola60@example.org,1337,1,1
4557,0,paola60@example.org,1337,2,1
4558,0,paola60@example.org,1337,3,1
4559,1,paola60@example.org,1337,4,1
4560,1,paola60@example.org,1337,5,1
4561,4,lorenzopuente@example.org,1337,1,1
4562,1,lorenzopuente@example.org,1337,2,1
4563,1,lorenzopuente@example.org,1337,3,1
4564,2,lorenzopuente@example.org,1337,4,1
4565,1,lorenzopuente@example.org,1337,5,1
4566,4,ccandelaria@example.org,1337,1,1
4567,0,ccandelaria@example.org,1337,2,1
4568,0,ccandelaria@example.org,1337,3,1
4569,4,ccandelaria@example.org,1337,4,1
4570,1,ccandelaria@example.org,1337,5,1
4571,2,ecalderon@example.net,1337,1,1
4572,1,ecalderon@example.net,1337,2,1
4573,1,ecalderon@example.net,1337,3,1
4574,3,ecalderon@example.net,1337,4,1
4575,1,ecalderon@example.net,1337,5,1
4576,3,qapodaca@example.org,1337,1,1
4577,1,qapodaca@example.org,1337,2,1
4578,1,qapodaca@example.org,1337,3,1
4579,4,qapodaca@example.org,1337,4,1
4580,2,qapodaca@example.org,1337,5,1
4581,2,valejandro@example.org,1337,1,1
4582,0,valejandro@example.org,1337,2,1
4583,0,valejandro@example.org,1337,3,1
4584,2,valejandro@example.org,1337,4,1
4585,2,valejandro@example.org,1337,5,1
4586,2,esteban04@example.net,1337,1,1
4587,0,esteban04@example.net,1337,2,1
4588,0,esteban04@example.net,1337,3,1
4589,3,esteban04@example.net,1337,4,1
4590,1,esteban04@example.net,1337,5,1
4591,2,granadoesparta@example.net,1337,1,1
4592,0,granadoesparta@example.net,1337,2,1
4593,1,granadoesparta@example.net,1337,3,1
4594,4,granadoesparta@example.net,1337,4,1
4595,3,granadoesparta@example.net,1337,5,1
4596,2,del-rioabigail@example.org,1337,1,1
4597,1,del-rioabigail@example.org,1337,2,1
4598,0,del-rioabigail@example.org,1337,3,1
4599,4,del-rioabigail@example.org,1337,4,1
4600,1,del-rioabigail@example.org,1337,5,1
4601,5,jgalarza@example.net,1337,1,1
4602,1,jgalarza@example.net,1337,2,1
4603,0,jgalarza@example.net,1337,3,1
4604,4,jgalarza@example.net,1337,4,1
4605,2,jgalarza@example.net,1337,5,1
4606,4,qcolunga@example.com,1337,1,1
4607,0,qcolunga@example.com,1337,2,1
4608,0,qcolunga@example.com,1337,3,1
4609,2,qcolunga@example.com,1337,4,1
4610,2,qcolunga@example.com,1337,5,1
4611,5,joaquinleon@example.net,1337,1,1
4612,1,joaquinleon@example.net,1337,2,1
4613,1,joaquinleon@example.net,1337,3,1
4614,3,joaquinleon@example.net,1337,4,1
4615,2,joaquinleon@example.net,1337,5,1
4616,2,olivia36@example.org,1337,1,1
4617,1,olivia36@example.org,1337,2,1
4618,0,olivia36@example.org,1337,3,1
4619,3,olivia36@example.org,1337,4,1
4620,1,olivia36@example.org,1337,5,1
4621,2,eloy78@example.net,1337,1,1
4622,1,eloy78@example.net,1337,2,1
4623,0,eloy78@example.net,1337,3,1
4624,2,eloy78@example.net,1337,4,1
4625,1,eloy78@example.net,1337,5,1
4626,2,ivancasanova@example.com,1337,1,1
4627,0,ivancasanova@example.com,1337,2,1
4628,1,ivancasanova@example.com,1337,3,1
4629,2,ivancasanova@example.com,1337,4,1
4630,3,ivancasanova@example.com,1337,5,1
4631,5,anel09@example.com,1337,1,1
4632,1,anel09@example.com,1337,2,1
4633,0,anel09@example.com,1337,3,1
4634,4,anel09@example.com,1337,4,1
4635,1,anel09@example.com,1337,5,1
4636,4,caballerojulio@example.com,1337,1,1
4637,0,caballerojulio@example.com,1337,2,1
4638,1,caballerojulio@example.com,1337,3,1
4639,3,caballerojulio@example.com,1337,4,1
4640,1,caballerojulio@example.com,1337,5,1
4641,4,rufinodelgadillo@example.com,1337,1,1
4642,1,rufinodelgadillo@example.com,1337,2,1
4643,1,rufinodelgadillo@example.com,1337,3,1
4644,4,rufinodelgadillo@example.com,1337,4,1
4645,2,rufinodelgadillo@example.com,1337,5,1
4646,4,dulce55@example.com,1337,1,1
4647,1,dulce55@example.com,1337,2,1
4648,1,dulce55@example.com,1337,3,1
4649,1,dulce55@example.com,1337,4,1
4650,2,dulce55@example.com,1337,5,1
4651,5,iglesiashoracio@example.net,1337,1,1
4652,0,iglesiashoracio@example.net,1337,2,1
4653,1,iglesiashoracio@example.net,1337,3,1
4654,3,iglesiashoracio@example.net,1337,4,1
4655,1,iglesiashoracio@example.net,1337,5,1
4656,3,acordero@example.com,1337,1,1
4657,1,acordero@example.com,1337,2,1
4658,1,acordero@example.com,1337,3,1
4659,4,acordero@example.com,1337,4,1
4660,3,acordero@example.com,1337,5,1
4661,3,sonia28@example.com,1337,1,1
4662,1,sonia28@example.com,1337,2,1
4663,1,sonia28@example.com,1337,3,1
4664,4,sonia28@example.com,1337,4,1
4665,1,sonia28@example.com,1337,5,1
4666,5,fidel14@example.com,1337,1,1
4667,1,fidel14@example.com,1337,2,1
4668,1,fidel14@example.com,1337,3,1
4669,2,fidel14@example.com,1337,4,1
4670,3,fidel14@example.com,1337,5,1
4671,4,rubyesparza@example.com,1337,1,1
4672,1,rubyesparza@example.com,1337,2,1
4673,0,rubyesparza@example.com,1337,3,1
4674,2,rubyesparza@example.com,1337,4,1
4675,2,rubyesparza@example.com,1337,5,1
4676,3,javier96@example.org,1337,1,1
4677,1,javier96@example.org,1337,2,1
4678,1,javier96@example.org,1337,3,1
4679,2,javier96@example.org,1337,4,1
4680,2,javier96@example.org,1337,5,1
4681,2,dgarza@example.com,1337,1,1
4682,0,dgarza@example.com,1337,2,1
4683,0,dgarza@example.com,1337,3,1
4684,1,dgarza@example.com,1337,4,1
4685,1,dgarza@example.com,1337,5,1
4686,2,saldanasoledad@example.com,1337,1,1
4687,1,saldanasoledad@example.com,1337,2,1
4688,0,saldanasoledad@example.com,1337,3,1
4689,2,saldanasoledad@example.com,1337,4,1
4690,1,saldanasoledad@example.com,1337,5,1
4691,3,gracielacordova@example.net,1337,1,1
4692,0,gracielacordova@example.net,1337,2,1
4693,0,gracielacordova@example.net,1337,3,1
4694,4,gracielacordova@example.net,1337,4,1
4695,3,gracielacordova@example.net,1337,5,1
4696,5,ytorres@example.com,1337,1,1
4697,1,ytorres@example.com,1337,2,1
4698,0,ytorres@example.com,1337,3,1
4699,2,ytorres@example.com,1337,4,1
4700,3,ytorres@example.com,1337,5,1
4701,3,rodolfo57@example.org,1337,1,1
4702,1,rodolfo57@example.org,1337,2,1
4703,0,rodolfo57@example.org,1337,3,1
4704,2,rodolfo57@example.org,1337,4,1
4705,3,rodolfo57@example.org,1337,5,1
4706,5,avilaenrique@example.net,1337,1,1
4707,0,avilaenrique@example.net,1337,2,1
4708,1,avilaenrique@example.net,1337,3,1
4709,1,avilaenrique@example.net,1337,4,1
4710,1,avilaenrique@example.net,1337,5,1
4711,5,genaro38@example.org,1337,1,1
4712,0,genaro38@example.org,1337,2,1
4713,0,genaro38@example.org,1337,3,1
4714,4,genaro38@example.org,1337,4,1
4715,2,genaro38@example.org,1337,5,1
4716,2,camilonava@example.com,1337,1,1
4717,1,camilonava@example.com,1337,2,1
4718,1,camilonava@example.com,1337,3,1
4719,2,camilonava@example.com,1337,4,1
4720,3,camilonava@example.com,1337,5,1
4721,2,maria-josepuga@example.com,1337,1,1
4722,1,maria-josepuga@example.com,1337,2,1
4723,1,maria-josepuga@example.com,1337,3,1
4724,2,maria-josepuga@example.com,1337,4,1
4725,1,maria-josepuga@example.com,1337,5,1
4726,3,pcarvajal@example.net,1337,1,1
4727,0,pcarvajal@example.net,1337,2,1
4728,0,pcarvajal@example.net,1337,3,1
4729,1,pcarvajal@example.net,1337,4,1
4730,3,pcarvajal@example.net,1337,5,1
4731,3,leonardochavarria@example.org,1337,1,1
4732,0,leonardochavarria@example.org,1337,2,1
4733,0,leonardochavarria@example.org,1337,3,1
4734,4,leonardochavarria@example.org,1337,4,1
4735,2,leonardochavarria@example.org,1337,5,1
4736,4,jose-emilio94@example.org,1337,1,1
4737,1,jose-emilio94@example.org,1337,2,1
4738,0,jose-emilio94@example.org,1337,3,1
4739,1,jose-emilio94@example.org,1337,4,1
4740,3,jose-emilio94@example.org,1337,5,1
4741,3,gsolorio@example.net,1337,1,1
4742,1,gsolorio@example.net,1337,2,1
4743,1,gsolorio@example.net,1337,3,1
4744,4,gsolorio@example.net,1337,4,1
4745,2,gsolorio@example.net,1337,5,1
4746,4,madridserafin@example.net,1337,1,1
4747,1,madridserafin@example.net,1337,2,1
4748,0,madridserafin@example.net,1337,3,1
4749,4,madridserafin@example.net,1337,4,1
4750,3,madridserafin@example.net,1337,5,1
4751,4,vmelgar@example.org,1337,1,1
4752,0,vmelgar@example.org,1337,2,1
4753,0,vmelgar@example.org,1337,3,1
4754,2,vmelgar@example.org,1337,4,1
4755,2,vmelgar@example.org,1337,5,1
4756,3,ramosdaniela@example.org,1337,1,1
4757,1,ramosdaniela@example.org,1337,2,1
4758,0,ramosdaniela@example.org,1337,3,1
4759,3,ramosdaniela@example.org,1337,4,1
4760,1,ramosdaniela@example.org,1337,5,1
4761,5,rosarioulloa@example.org,1337,1,1
4762,1,rosarioulloa@example.org,1337,2,1
4763,1,rosarioulloa@example.org,1337,3,1
4764,3,rosarioulloa@example.org,1337,4,1
4765,2,rosarioulloa@example.org,1337,5,1
4766,3,luis-manuelpatino@example.net,1337,1,1
4767,0,luis-manuelpatino@example.net,1337,2,1
4768,0,luis-manuelpatino@example.net,1337,3,1
4769,3,luis-manuelpatino@example.net,1337,4,1
4770,1,luis-manuelpatino@example.net,1337,5,1
4771,4,juan-carlos74@example.com,1337,1,1
4772,0,juan-carlos74@example.com,1337,2,1
4773,1,juan-carlos74@example.com,1337,3,1
4774,4,juan-carlos74@example.com,1337,4,1
4775,2,juan-carlos74@example.com,1337,5,1
4776,2,lilia68@example.org,1337,1,1
4777,1,lilia68@example.org,1337,2,1
4778,1,lilia68@example.org,1337,3,1
4779,3,lilia68@example.org,1337,4,1
4780,3,lilia68@example.org,1337,5,1
4781,3,xmeraz@example.net,1337,1,1
4782,0,xmeraz@example.net,1337,2,1
4783,1,xmeraz@example.net,1337,3,1
4784,4,xmeraz@example.net,1337,4,1
4785,2,xmeraz@example.net,1337,5,1
4786,5,yzamora@example.org,1337,1,1
4787,0,yzamora@example.org,1337,2,1
4788,0,yzamora@example.org,1337,3,1
4789,2,yzamora@example.org,1337,4,1
4790,3,yzamora@example.org,1337,5,1
4791,4,pinedaaldo@example.com,1337,1,1
4792,0,pinedaaldo@example.com,1337,2,1
4793,1,pinedaaldo@example.com,1337,3,1
4794,2,pinedaaldo@example.com,1337,4,1
4795,1,pinedaaldo@example.com,1337,5,1
4796,4,gbriseno@example.net,1337,1,1
4797,1,gbriseno@example.net,1337,2,1
4798,1,gbriseno@example.net,1337,3,1
4799,4,gbriseno@example.net,1337,4,1
4800,3,gbriseno@example.net,1337,5,1
4801,3,ttoro@example.com,1337,1,1
4802,1,ttoro@example.com,1337,2,1
4803,0,ttoro@example.com,1337,3,1
4804,1,ttoro@example.com,1337,4,1
4805,2,ttoro@example.com,1337,5,1
4806,4,carrillodaniel@example.net,1337,1,1
4807,0,carrillodaniel@example.net,1337,2,1
4808,0,carrillodaniel@example.net,1337,3,1
4809,2,carrillodaniel@example.net,1337,4,1
4810,1,carrillodaniel@example.net,1337,5,1
4811,4,frida66@example.net,1337,1,1
4812,1,frida66@example.net,1337,2,1
4813,0,frida66@example.net,1337,3,1
4814,4,frida66@example.net,1337,4,1
4815,3,frida66@example.net,1337,5,1
4816,2,leonor86@example.com,1337,1,1
4817,0,leonor86@example.com,1337,2,1
4818,1,leonor86@example.com,1337,3,1
4819,3,leonor86@example.com,1337,4,1
4820,2,leonor86@example.com,1337,5,1
4821,5,villegasvictor@example.org,1337,1,1
4822,0,villegasvictor@example.org,1337,2,1
4823,1,villegasvictor@example.org,1337,3,1
4824,1,villegasvictor@example.org,1337,4,1
4825,3,villegasvictor@example.org,1337,5,1
4826,4,armando38@example.net,1337,1,1
4827,1,armando38@example.net,1337,2,1
4828,1,armando38@example.net,1337,3,1
4829,2,armando38@example.net,1337,4,1
4830,1,armando38@example.net,1337,5,1
4831,3,omar70@example.com,1337,1,1
4832,0,omar70@example.com,1337,2,1
4833,0,omar70@example.com,1337,3,1
4834,4,omar70@example.com,1337,4,1
4835,2,omar70@example.com,1337,5,1
4836,3,aangulo@example.com,1337,1,1
4837,1,aangulo@example.com,1337,2,1
4838,1,aangulo@example.com,1337,3,1
4839,1,aangulo@example.com,1337,4,1
4840,3,aangulo@example.com,1337,5,1
4841,2,mgastelum@example.net,1337,1,1
4842,0,mgastelum@example.net,1337,2,1
4843,1,mgastelum@example.net,1337,3,1
4844,4,mgastelum@example.net,1337,4,1
4845,3,mgastelum@example.net,1337,5,1
